waiwai,chapter_id,entry_id,significado,meaning,WaiWai,Wai_Wai_sem_correcao,Wai_Wai_Phonemic,comment,comment_sem_correcao,comentario,comentario_sem_correcao,Referencia
kawrutarî,,,"camisa, ou cinturão",,kawrutarî,,,,,,,2
Kawrutarî,,,"camisa, ou cinturão",,Kawrutarî,,cau ru ta ru,,,,,3
kawu,,,no alto,,kawu,,,,,,,2
Kawu,,,no alto,,Kawu,,ca ú,,,,,3
kawura,,,baixo,,kawura,,,,,,,2
Kawura,,,baixo,,Kawura,,cau ra,,,,,3
kaxara,5,640,"Sopa, caldo","soup, broth",kaxara,,kašara,,,,,1
Kaxara,,,caldo,,Kaxara,,,,,Okaxaran; O meu caldo; ; ,,4
Kaxi,,,Ser de um certo jeito por natureza ou nascença,,Kaxi,,,,,Camkî amna nasî tooto kaxi; Nós somos ignorantes porque somos pessoas humanas (não Deus); (cachorros) não pedem por comida porque não são pessoas; ,,4
Kaxiro,,,tipo de pica-pau,,Kaxiro,,,,,,,4
kaxmi,3,665,Eel de água doce,freshwater eel  ,kaxmi,,kašmi,,,,,1
kaxmi,,,poraquê,,kaxmi,,,,,,,2
Kaxmi,,,poraquê,,Kaxmi,,cax mi,,,,,3
Kaxmi,,,arraia; raia,,Kaxmi,,,,,,,4
kaxmi ymo,,,poraque grande,,kaxmi ymo,,,,,,,2
Kaxmi ymo,,,poraque grande,,Kaxmi ymo,,cax mi imo,,,,,3
kayari,,,macaco guariba (capelão),,kayari,,,,,,,2
Kayari,,,macaco guariba,,Kayari,,caia ri,,,,,3
kayaritomo,19,240,"chefe, chefe","chief, chieftain",kayaritomo,,kayaritomo,,,,,1
kayaritomo,,,"governo, chefe, líder, cacique",,kayaritomo,,,,,,,2
Kayaritomo,,,"governo, chefe, líder, cacique",,Kayaritomo,,caia ri to mó,,,,,3
Kayaritomo,,,"rei, chefe, governante",,Kayaritomo,,,,,Okayaritamon; meu rei; [Fono: Poss: -n]; ,,4
kayaritomo purantan,11,690,"imposto, homenagem","tax, tribute",kayaritomo purantan,kayaritomo puranta-n,kayaritomo Φuranta-n,Means the 'chief's money' 11.430.,,Significa o 'dinheiro do chefe' 11.430.,,1
Kayatîtko,,,cupim que sai voando depois de uma chuva forte,,Kayatîtko,,,,,,,4
Kayi,,,"Subir, trepar",,Kayi,,,,,Kîkayinasî weewe pore; Vou subir na arvore; Não consigo subir; Akayinîmko,,4
kayinasî,10,472,escalar,climb,kayinasî,kayi-na-sî,kayi-na-sɨ,Lit. 'climb-formative-involved present'.,,Literalmente. 'Presente envolvido na formação de escalada'.,,1
kayiñem,,,aquele que sobe ou que trepa na arvore,,kayiñem,,,,,,,2
Kayiñem,,,aquele que sobe ou que trepa na arvore,,Kayiñem,,caí nhem,,,,,3
kayinîmsom,,,que sobe ou trepa na arvore,,kayinîmsom,,,,,,,2
Kayinîmsom,,,que sobe ou trepa na arvore,,Kayinîmsom,,caí num som,,,,,3
kayinmo,,,já subiu ou já trepou na arvoré,,kayinmo,,,,,,,2
Kayinmo,,,já subiu ou já trepou na arvoré,,Kayinmo,,caín mo rra,,,,,3
kayka,,,vamos,,kayka,,,,,,,2
kayka,,,vamos,,kayka,,,,,,,2
Kayka,,,vamos,,Kayka,,cai ca,,,,,3
Kayka,,,vamos,,Kayka,,cai cá,,,,,3
kayka eyehso,,,vamos toma um banho,,kayka eyehso,,,,,,,2
kaykaha,,,vamos embora,,kaykaha,,,,,,,2
Kaykaha,,,vamos embora,,Kaykaha,,cai cá rra,,,,,3
kaykatko,,,vamos nós,,kaykatko,,,,,,,2
Kaykatko,,,vamos nos,,Kaykatko,,cai cat cá,,,,,3
kaykokorono,,,avião,,kaykokorono,,,,,,,2
kaykokorono,,,avião,,kaykokorono,,,,,,,2
Kaykokorono,,,avião,,Kaykokorono,,cai coco ro nô,,,,,3
Kaykokorono,,,avião,,Kaykokorono,,cai coco ro nô,,,,,3
kayrin,,,mosquiteiro,,kayrin,,,,,,,2
Kayrin,,,mosquiteiro,,Kayrin,,cai rin,,,,,3
ke,17,380,explique,explain ,ke,,ke,"ke is a particle, indicates a desire to teach or explain something.",,"KE é uma partícula, indica o desejo de ensinar ou explicar algo.",,1
ke,,,dize,,ke,,,,,,,2
Ke,,,dize,,Ke,,que,,,,,3
Ke,,,dize,,Ke,,que,,,,,3
Ke,,,"Por meio, com",,Ke,,,,,Yawaka ke yîhkotoko; ; ; ,,4
Ke,,,"Indica ignorância na parte do falante ou ouvinte, algo que deveria saber, conselho",,Ke,,,,,Ero wa nai ke; Não sabia que era assim; ; ,,4
Kecekere,,,o tipo de arvore mais alta no norte da floresta amazônica,,Kecekere,,,,,Esta arvore queima mesmo quando está verde; Os índios as vezes as derrubam com fogo; ; ,,4
kečeñan,20,340,escudo,shield,kečeñan,k-ečeɲa-n,k-ečeɲa-n,Means 'object in between us (and danger)'.,,Significa 'objeto entre nós (e perigo)'.,,1
kehčamhokesî,17,240,aprender,learn,kehčamhokesî,k-e-hčam-hok-e-sî,k-e-hčam-hok-e-sɨ,"Means 'I am learning knowledge (howto do something)'. Also k-Φana-ta, 'I learned my lesson (got ears)' 04.220.",,Significa 'estou aprendendo conhecimento (como fazer algo)'. Também k-anana-ta: 'Aprendi minha lição (orelhas)' 04.220.,,1
kehčemañe,4,870,médico,physician,kehčemañe,k-ehčema-ɲe,k-ehčema-ɲe,Lit. '1st obj plural-provide medicine-agent'.,,Literalmente. '1º Medicina Plural-Provide-Agent'.,,1
Kehrere,,,Ação de arrastar alguma coisa em cima de rochas,,Kehrere,,,,,,,4
kehyun,,,nosso ponte,,kehyun,,,,,,,2
Kehyun,,,nosso ponte,,Kehyun,,quer iun,,,,,3
kekařka,4,910,"Cansado, cansado","tired, weary",kekařka,k-e-kar̃-ka,k-e-kar̃-ka-∅,Lit. '1st-detransitivizer-strong-reversitive-today past'. Also t-Φoka-ši 'adv-tired-adv'.,,Literalmente. 'PASSO DE TODRAS DE TODRAS DE TRANSITIVIDADE-STRONGIVIDADE-REVERSITIVAS'. Também t-t-anoka-Ši 'Advird-adv'.,,1
kekñe,,,dizia,,kekñe,,,,,,,2
Kekñe,,,dizia,,Kekñe,,que de,,,,,3
kemahciwu,,,corrir,,kemahciwu,,,,,,,2
Kemahciwu,,,corri,,Kemahciwu,,que mar tiu,,,,,3
kemahciyakñe,,,eu corria,,kemahciyakñe,,,,,,,2
Kemahciyakñe,,,eu corria,,Kemahciyakñe,,que mar ti ia de,,,,,3
kemahciyasî,,,esto correndo,,kemahciyasî,,,,,,,2
Kemahciyasî,,,esto correndo,,Kemahciyasî,,que mar ti ia su,,,,,3
kemeknu,,,"pulso, monheca",,kemeknu,,,,,,,2
Kemeknu,,,"pulso, monheca",,Kemeknu,,que me du,,,,,3
kemeknumci,,,pulseira,,kemeknumci,,,,,,,2
Kemeknumci,,,pulseira,,Kemeknumci,,que me du,,,,,3
kemîknopu,,,eu mentir a você,,kemîknopu,,,,,,,2
Kemîknopu,,,eu mentir a você,,Kemîknopu,,que mu do fu,,,,,3
kemîknoyakñe,,,eu mentia a você,,kemîknoyakñe,,,,,,,2
Kemîknoyakñe,,,eu mentia a você,,Kemîknoyakñe,,que mu do ia de,,,,,3
kemîknoyasî,,,eu minto a você,,kemîknoyasî,,,,,,,2
Kemîknoyasî,,,eu minto a você,,Kemîknoyasî,,que um do ia su,,,,,3
kemîrpo,5,190,estrangular,choke,kemîrpo,k-emîrp-o,k-emɨrΦ-o,Lit. '1st-choke-today past'.,,Literalmente. 'PASSADO DE 1º CHOKE-TODAY'.,,1
kemtakan,,,nosso substituto,,kemtakan,,,,,,,2
Kemtakan,,,nosso substituto,,Kemtakan,,quem ta can,,,,,3
kemyarîrî,,,nossas coisas,,kemyarîrî,,,,,,,2
Kemyarîrî,,,nossas coisas Ken,,Kemyarîrî,,quem iaru ru,,,,,3
kemyaw,,,na nossa mão,,kemyaw,,,,,,,2
Kemyaw,,,na nossa mão,,Kemyaw,,quem iau,,,,,3
kemyawno,,,nossos bens,,kemyawno,,,,,,,2
Kemyawno,,,nossos bens,,Kemyawno,,quem iau no,,,,,3
ken,,,boca do rio ou igarapé,,ken,,,,,,,2
Ken,,,boca de um rio,,Ken,,,,,,,4
Kene,,,Exclamação de sensação de frio,,Kene,,,,,,,4
Keñe,,,"Por meio, com",,Keñe,,,,,Ookeñehra rma mîîkacou; Você fez mesmo sem mim; ; ,,4
Keñe,,,Tendo muito de alguma coisa,,Keñe,Ke𝐧̂e,,,,Peen keene nai kica; Masah keñerî (NMZD); ; ,,4
Kenepu,,,cordas finas de uma rede,,Kenepu,Ke𝐧̂e,,,,Okeñeru; As cordas finas da minha rede; As cordas finas da minha rede rasgaram; [fono: Poss: -ru],,4
kenpaka,,,ti acordei,,kenpaka,,,,,,,2
Kenpaka,,,ti acordei,,Kenpaka,,quen fa ca,,,,,3
kenpesî,,,ti amostro,,kenpesî,,,,,,,2
kenpesî,,,ti apresento,,kenpesî,,,,,,,2
Kenpesî,,,ti amostro,,Kenpesî,,quen fé su,,,,,3
Kenpesî,,,ti apresento,,Kenpesî,,quen fé su,,,,,3
kenpo,,,ti amostrei,,kenpo,,,,,,,2
kenpo,,,ti apresentei,,kenpo,,,,,,,2
Kenpo,,,ti amostrei,,Kenpo,,quen fo,,,,,3
Kenpo,,,ti apresentei,,Kenpo,,quen fo,,,,,3
kenpoñe,,,aquele que apresenta,,kenpoñe,,,,,,,2
Kenpoñe,,,aquele que apresenta,,Kenpoñe,,quen fo nhe,,,,,3
kenta,,,eu ti ouvir,,kenta,,,,,,,2
Kenta,,,eu ti ouvir,,Kenta,,quen ta,,,,,3
Kentaw,,,na boca de um rio,,Kentaw,,,,,Kuyuwini kentaka kîwcesî; Vou para a boca do rio Kuyuwini; ; ,,4
kenwo,,,eu ti vi,,kenwo,,,,,,,2
Kenwo,,,eu ti vi,,Kenwo,,quen uo,,,,,3
kepamthîrî ,2,570,descendentes,descendants     ,kepamthîrî ,k-epam-thîrî ,k-eΦam-thɨrɨ ,Lit. '1st plural-descendants-past poss'.,,Literalmente. '1º Plural-descendentes-PAST POSS'.,,1
kepanîñe,,,que vinga,,kepanîñe,,,,,,,2
Kepanîñe,,,que vinga,,Kepanîñe,,que fa nu nhe,,,,,3
kepanîñero,,,que sempre vinga,,kepanîñero,,,,,,,2
Kepanîñero,,,que sempre vinga,,Kepanîñero,,que fa nu nhe ró,,,,,3
kepanîyasî,,,vou ti vingar,,kepanîyasî,,,,,,,2
Kepanîyasî,,,vou ti vingar,,Kepanîyasî,,que panu iasu,,,,,3
kepantome,,,para vingar nos,,kepantome,,,,,,,2
Kepantome,,,para vingar nos,,Kepantome,,que fan to me,,,,,3
kepataka,10,474,saia,go out,kepataka,k-epataka,k-eΦataka-∅,Lit. '1st-go out-today past'.,,Literalmente. 'PASSO PASTIMENTO DO TODO'.,,1
Kepetî,,,tipo de sapo,,Kepetî,,,,,,,4
kepuhretopo,,,coceira,,kepuhretopo,,,,,,,2
kerahtîm,,,fiquei com medo,,kerahtîm,,,,,,,2
Kerahtîm,,,fiquei com medo,,Kerahtîm,,querar tum,,,,,3
keraswasî,,,estou com medo,,keraswasî,,,,,,,2
Keraswasî,,,estou com medo,,Keraswasî,,que ras uasu,,,,,3
kerekanasî,,,estou com pressa,,kerekanasî,,,,,,,2
Kerekanasî,,,estou com pressa,,Kerekanasî,,quere ca nasu,,,,,3
kerepamnoñe,,,que causa sentimento,,kerepamnoñe,,,,,,,2
Kerepamnoñe,,,que causa sentimento,,Kerepamnoñe,,quere fam nonhe,,,,,3
keretawno,,,cordão com medalha,,keretawno,,,,,,,2
Keretawno,,,cordão com medalha,,Keretawno,,quere tau no,,,,,3
kerewasî,,,estou sentido,,kerewasî,,,,,,,2
Kerewasî,,,estou sentido,,Kerewasî,,que re uasu,,,,,3
kermomñe,,,devorador,,kermomñe,,,,,,,2
Kermomñe,,,devorador,,Kermomñe,,quer momo me,,,,,3
kesehtînotopo,17,110,mente,mind,kesehtînotopo,k-es-ehtîno-topo,k-es-ehtɨno-toΦo,Lit. '1st plural-?-thinking-nominalizer'.,,Literalmente. '1º plural-?-Nominalizador de pensamento'.,,1
kesemetanmekî,,,sofri,,kesemetanmekî,,,,,,,2
Kesemetanmekî,,,sofri,,Kesemetanmekî,,que se me tan mecu,,,,,3
kesemetanmekyasî,,,estou sofrendo,,kesemetanmekyasî,,,,,,,2
Kesemetanmekyasî,,,estou sofrendo,,Kesemetanmekyasî,,que seme tan me quiasu,,,,,3
kesenmetopo,7,180,casa de reunião,meeting house,kesenmetopo,k-es-enme-topo,k-es-enme-toΦo,Lit. 'pl-detransitivizer-gather-place'.,,Literalmente. 'PL-Detransitivizer-Gather-Place'.,,1
kesentacho,,,escritório,,kesentacho,,,,,,,2
Kesentacho,,,escritório,,Kesentacho,,que sem ta tio,,,,,3
kesentachomîn,,,casa de reunião,,kesentachomîn,,,,,,,2
Kesentachomîn,,,casa de reunião,,Kesentachomîn,,que sen ta tio mun,,,,,3
keserepoka,,,me preocupei,,keserepoka,,,,,,,2
Keserepoka,,,me preocupei,,Keserepoka,,que se re foca,,,,,3
keserepokesî,,,estou preocupado,,keserepokesî,,,,,,,2
Keserepokesî,,,estou preocupado,,Keserepokesî,,que se re fo que su,,,,,3
kesetakesî,20,610,caçar,hunt,kesetakesî,k-es-etak-e-sî,k-es-etak-e-sɨ,Means 'I go hunting'.,,Significa 'eu vou caçar'.,,1
keseyasî,,,estou discutindo,,keseyasî,,,,,,,2
Keseyasî,,,estou discutindo,,Keseyasî,,que se iasu,,,,,3
keseyi,,,eu discutir,,keseyi,,,,,,,2
Keseyi,,,eu discutir,,Keseyi,,que se i,,,,,3
keskañe,,,"que pode morder, predador",,keskañe,,,,,,,2
Keskañe,,,"que pode morder, predador",,Keskañe,,quês ca nhe,,,,,3
kesmunka,,,me limpei,,kesmunka,,,,,,,2
Kesmunka,,,me alimpei,,Kesmunka,,quês mun ca,,,,,3
kesmurew,,,me sujei,,kesmurew,,,,,,,2
Kesmurew,,,me sujei,,Kesmurew,,quês mu reu,,,,,3
ketapesî,,,te dó soco,,ketapesî,,,,,,,2
Ketapesî,,,te dou socu,,Ketapesî,,que ta fé su,,,,,3
ketarasî,,,ando,,ketarasî,,,,,,,2
Ketarasî,,,ando,,Ketarasî,,que ta riasu,,,,,3
ketarmesî,,,estou lutando,,ketarmesî,,,,,,,2
Ketarmesî,,,estuo lutando,,Ketarmesî,,que tar me su,,,,,3
ketkeñe,,,diziam,,ketkeñe,,,,,,,2
Ketkeñe,,,diziam,,Ketkeñe,,quet que nhe,,,,,3
ketu,,,dizem,,ketu,,,,,,,2
ketu,,,dizem,,ketu,,,,,,,2
Ketu,,,dizem,,Ketu,,que tu,,,,,3
Ketu,,,dizem,,Ketu,,que tu,,,,,3
kewanomai,,,eu cantei,,kewanomai,,,,,,,2
Kewanomai,,,eu cantei,,Kewanomai,,que ua no mai,,,,,3
kewanomekñe,,,eu cantava,,kewanomekñe,,,,,,,2
Kewanomekñe,,,eu cantava,,Kewanomekñe,,que ua no me de,,,,,3
kewanomesî,,,eu canto,,kewanomesî,,,,,,,2
Kewanomesî,,,eu canto,,Kewanomesî,,que ua no mesu,,,,,3
kewanomesîroro,,,eu canto sempre,,kewanomesîroro,,,,,,,2
Kewanomesîroro,,,eu canto sempre,,Kewanomesîroro,,que ua no me su r oro,,,,,3
Kewekukma,,,eu ti confundir,,Kewekukma,,queu cu cuba,,,,,3
keweyu,,,tanga (loin clothe),,keweyu,,,,,,,2
keweyu,,,"tanga, (para feminino)",,keweyu,,,,,,,2
Keweyu,,,tanga,,Keweyu,,que ue iu,,,,,3
Keweyu,,,"tanga, femimino",,Keweyu,,que ue iu,,,,,3
Keweyu,,,avental,,Keweyu,,,,,Akeweyun; Seu avental; Não tenho um avental; ,,4
kewkaranpe,15,570,brilhante,bright,kewkaranpe,k-ewkaran-pe,k-ewkaran-Φe-∅,Lit. '1st plural-hurt eyes-cause-uninvolvedpresent'.,,Literalmente. '1º Plural-Hurt Eyes-Cause-Uninvolvedpresent'.,,1
kewkpenasî ,4,215,piscar,blink   ,kewkpenasî ,k-ewkpe-na-sî ,k-ewkΦe-na-sɨ ,Lit. '1st-eye blink-formative-involved present'.,,Literalmente. O '1º olho-formado em formação de piscar de olhos'.,,1
kewkukma,,,eu ti confundir,,kewkukma,,,,,,,2
kewkukma,,,você não me reconheceu,,kewkukma,,,,,,,2
Kewkukma,,,você não me reconheceu,,Kewkukma,,queu cu ba,,,,,3
kewru,,,nosso olho,,kewru,,,,,,,2
Kewru,,,nosso olho,,Kewru,,que uru,,,,,3
kewrucpew,,,ti atrapalhei,,kewrucpew,,,,,,,2
Kewrucpew,,,ti atrapalhei,,Kewrucpew,,queu rut feu,,,,,3
kewrutpesî,,,ti atrapalho,,kewrutpesî,,,,,,,2
Kewrutpesî,,,ti atrapalho,,Kewrutpesî,,que urut fesu,,,,,3
kewton,,,nossa aldeia ou nossa cidade,,kewton,,,,,,,2
kexe,,,estão dizendo,,kexe,,,,,,,2
Kexe,,,estão dizendo,,Kexe,,que xe,,,,,3
keyakñe,,,ti esculhambava,,keyakñe,,,,,,,2
Keyakñe,,,ti esculhambava,,Keyakñe,,que ia de,,,,,3
keyasî,,,ti esculhambo,,keyasî,,,,,,,2
Keyasî,,,ti esculhambo,,Keyasî,,que ia su,,,,,3
keyehyasî,,,tomo banho,,keyehyasî,,,,,,,2
Keyehyasî,,,tomo banho,,Keyehyasî,,queie r iasu,,,,,3
keyepu,4,690,banho,bathe,keyepu,k-eyepu,k-eyeΦu-∅,Lit. '1st-bathe-today past'.,,Literalmente. 'PASSO DE 1º BATHA-TODA'.,,1
keyepu,,,tomei banho,,keyepu,,,,,,,2
Keyepu,,,tomei banho,,Keyepu,,queie fu,,,,,3
keyi,,,ti esculhambei,,keyi,,,,,,,2
Keyi,,,ti esculhambei,,Keyi,,queí,,,,,3
keyku,,,te respondi,,keyku,,,,,,,2
Keyku,,,te respondi,,Keyku,,quei cu,,,,,3
keykura,,,não responde,,keykura,,,,,,,2
keykura,,,que não responde,,keykura,,,,,,,2
Keykura,,,não responde,,Keykura,,quei cura,,,,,3
Keykura,,,que não responde,,Keykura,,quei cu ra,,,,,3
keyñe,,,aquele que esculhamba,,keyñe,,,,,,,2
Keyñe,,,aquele que esculhamba,,Keyñe,,quei nhe,,,,,3
keyukñe,,,que responde,,keyukñe,,,,,,,2
Keyukñe,,,que responde,,Keyukñe,,que iu de,,,,,3
kica,,,"poxa, inaceitável",,kica,,,,,,,2
Kica,,,"poxa, inaceitável",,Kica,,qui tia,,,,,3
Kica,,,Expressão de desgosto,,Kica,,,,,"Tuuna mokyasî kica; Está chovendo, que coisa chata; ; ",,4
kîčemaron,16,680,engano,deceit,kîčemaron,kî-čemaro-n,kɨ-čemaro-n,Lit. '1st-tell lies-poss'.,,Literalmente. '1st-tell Lies-Poss'.,,1
Kicici,,,uma pessoa má ou coisa má,,Kicici,,,,,(Esta palavra muitas vezes leva o sufixo -tho); Ow xa kicici; Kicicitho pokahra ehcoko; Não faça coisas más,,4
Kicicime,,,Mal,,Kicicime,,,,,Kicicme wasî kica; Sou mal; ; ,,4
Kicicintaw,,,"Não à vista, cercado por arbustos ou outros objetos que estão obstruindo a visão ou pontaria",,Kicicintaw,,,,,Kicicintaw ñeexi kica Xîpîrî; O guariba estava cercado por galhos; ; ,,4
kicicitho,,,mal,,kicicitho,,,,,,,2
Kicicitho,,,mal,,Kicicitho,,qui ti ti tho,,,,,3
kicicme,,,ruim,,kicicme,,,,,,,2
Kicicme,,,ruim,,Kicicme,,quiti tme,,,,,3
kičičme,16,720,mau,bad,kičičme,kičičme,kičičme,,,,,1
kičičme exihnî,21,360,inocente,innocent,kičičme exihnî,kičič-me exi-hnî,kičič-me eši-hnɨ,Means 'one who is not bad'.,,Significa 'aquele que não é ruim'.,,1
kičičme weesxi        ,16,340,"Lamento, não se desculpe","regret, be sorry",kičičme weesxi        ,kičičme weesxi        ,kičičme weeši        ,Lit. 'I was bad'.,,,,1
kîčokonasî  ,4,521,soluço,hiccough,kîčokonasî  ,kî-čoko-na-sî  ,kɨ-čoko-na-sɨ  ,Lit. '1st-hiccough-formative-involved present'.,,Literalmente. 'Presente envolvido em formação de' 1ª-Hiccough '.,,1
kîhtarî,6,510,sapato,shoe,kîhtarî,kî-hta-rî,kɨ-hta-rɨ,Lit. '1st plural-foot-poss'; see 'stocking'06.490.,,Literalmente. '1º Plural-pés-poss'; Veja 'Stocking'06.490.,,1
kîhtarî,6,520,bota,boot,kîhtarî,kî-hta-rî,kɨ-hta-rɨ,,,,,1
kîhtarî wom,6,490,"meia, meia","stocking, sock",kîhtarî wom,kî-hta-rî wom,kɨ-hta-rɨ wom,Means 'wrap for our feet'; see 'shoe' 06.510.,,Significa 'embrulho para nossos pés'; Veja 'sapato' 06.510.,,1
kîîmî,,,nosso pai,,kîîmî,,,,,,,2
Kîîmî,,,nosso pai,,Kîîmî,,cúmô,,,,,3
kîîrî,2,210,Homem (vs. mulher),man (vs. woman) ,kîîrî,,kɨɨrɨ,,,,,1
kîîrî,2,230,macho,male,kîîrî,,kɨɨrɨ,,,,,1
kîîrî,3,120,masculino (adj),male (adj)      ,kîîrî,,kɨɨrɨ,,,,,1
kîîrî,,,homem,,kîîrî,,,,,,,2
Kîîrî,,,homem,,Kîîrî,,cúrú,,,,,3
Kîîrî,,,"homem, menino",,Kîîrî,,,,,Kîîrî mren komo; Meninos; Homens; ,,4
kîîrî mren,2,250,Garoto,boy,kîîrî mren,,kɨɨrɨ mren,,,,,1
kîîrî mren,14,140,novo,young,kîîrî mren,,kɨɨrɨ mren,,,,,1
kîîrîci,,,"filhote, ou filhinho",,kîîrîci,,,,,,,2
Kiiru,,,pequeno papagaio verde,,Kiiru,,,,,,,4
kiiwi,20,520,anzol,fishhook,kiiwi,,kiiwi,,,,,1
kiiwi,,,anzol,,kiiwi,,,,,,,2
Kiiwi,,,anzol,,Kiiwi,,quiu i,,,,,3
Kiiwi,,,anzol,,Kiiwi,,,,,Okiwin; Meu anzol; ; ,,4
kîîwî,,,verbo nós,,kîîwî,,,,,,,2
Kîîwî,,,verbo nós,,Kîîwî,,quiu u,,,,,3
kîîwî,2,941,nós (inclusive),we (inclusive)  ,kîîwî; kîwyam,,kɨɨwɨ; kɨwyam,,,,,1
kîwyam,2,941,nós (inclusive),we (inclusive)  ,kîîwî; kîwyam,,kɨɨwɨ; kɨwyam,,,,,1
Kîîyî,,,"filhote, ou filhinho",,Kîîyî,,que ie,,,,,3
Kîk,,,Expressão de admiração com o tamanho ou poder da alguma coisa,,Kîk,,,,,Kîk kañe pîn mikyam; Eles não se admiram com qualquer coisa; ; ,,4
Kikwo,,,Rio Baracuxi,,Kikwo,,,,,,,4
kipihxiron,,,sobrancelha,,kipihxiron,,,,,,,2
Kipihxiron,,,sobrancelha,,Kipihxiron,,qui fir xi ron,,,,,3
Kipikipi,,,tipo de sapo pequeno,,Kipikipi,,,,,,,4
kipixi,,,ingar,,kipixi,,,,,,,2
Kipixi,,,ingar,,Kipixi,,qui fi xi,,,,,3
Kipixi,,,nome de uma variedade de arvores que crescem ao lado de riachos e que tem frutas parecidas com grandes feijões cuja polpa é doce e boa pra comer,,Kipixi,,,,,,,4
kiricici,,,miçanga,,kiricici,,,,,,,2
Kiricici,,,miçanga,,Kiricici,,quiri titi,,,,,3
Kîricici,,,contas de vidro,,Kîricici,Ki𝐫̂wantaw,,,,,,4
kîričiči,6,760,contas,bead,kîričiči,kîričiči,kɨričiči,,,,,1
Kirikiri,,,tipo de papagaio pequeno,,Kirikiri,Ki𝐫̂wa𝐧̂he,,,,,,4
KîrîKîrî,,,lima,,KîrîKîrî,,,,,Okîrikîrin; Minha lima; ; ,,4
kirimu,,,"curuba, sarna",,kirimu,,,,,,,2
Kirimu,,,"coceira, curuba.",,Kirimu,,qui ri um,,,,,3
kîrîrî,,,cobra coral,,kîrîrî,,,,,,,2
Kîrîrî,,,cobra coral,,Kîrîrî,,cú rû ru,,,,,3
Kîrîrî,,,tipo de cobra de tamanho médio,,Kîrîrî,,,,,,,4
Kîrîrînka,,,"Fazer algo mover-se, ou correr ao longo de uma corda, fazer uma corda passar entre os dedos ou outro objeto",,Kîrîrînka,,,,,𝐍̂ekîrînke; É possível que o nó vá correr na corda (apertando-o muito); ; ,,4
kîrîsî,,,Coceira,,kîrîsî,,,,,,,2
Kîrîsî,,,Coceira,,Kîrîsî,,quirisi,,,,,3
Kîrîsî,,,exantema,,Kîrîsî,,,,,Kîkrîswasî (VBZD) kica; Estou contraindo uma exantema; ; ,,4
kirwan yîhpoci,,,cabelo lindo,,kirwan yîhpoci,,,,,,,2
kirwanhe,,,esta bem,,kirwanhe,,,,,,,2
kiřwañhe,16,710,Boa,good,kiřwañhe,kir̃waɲhe,kir̃waɲhe,,,,,1
Kiřwañhe,,,Bom,,Kiřwañhe,,,,,Kiřwañhe was ha re; Estou relativamente bem; Só traga um que seja bom; Kiřwañhe exihra nasî,,4
kiřwanî ro,22,190,"Santo, sagrado","holy, sacred",kiřwanî ro,kir̃wa-nî ro,kir̃wa-nɨ ro,Means very	good'.,,Significa muito bom '.,,1
Kiřwantaw,,,Em plena vista,,Kiřwantaw,,,,,Kîrwantaw ñeexi ponko; O porco do mato estava em plena vista; ; ,,4
kîtatanasî,4,680,arrepio,shiver,kîtatanasî,kî-tata-na-sî,kɨ-tata-na-sɨ,Lit. '1st-shiver-formative-involved present'.,,Literalmente. 'Presente envolvido em formação de 1º Shiver'.,,1
kîtîtmam,14,280,"cessar, pare","cease, stop",kîtîtmam,kî-tîtmam,kɨ-tɨtmam-∅,Lit. '1st-stop-today past'.,,Literalmente. 'PASSADO DE 1º STOP-TODAY'.,,1
Kîtîtpe,,,Pastoso (liquido),,Kîtîtpe,,,,,Kîtîtpe nas okre kwokru; Nossa bebida é pastosa e gostosa; Não consigo beber uma bebida pastosa; Yîkîtîtîn (NMZD),,4
Kîtmo,,,tipo de peixe pequeno,,Kîtmo,,,,,,,4
Kmacikmaci,,,pequena cuia usada para fazer chocalhos,,Kmacikmaci,,,,,,,4
Kmaka,,,Arvore parasita que nasce de sementes que se depositam no alto de outro arvore,,Kmaka,,,,,"Da arvore crescem raízes que se estendem até o chão e formam troncos; Da arvore também brotam tentáculos que circundam a arvore que a sustenta, e com o passar do tempo a mata; ; ",,4
Kmakma,,,Sente-se (para uma criança),,Kmakma,,,,,Kmakma kasko; Sente-se; ; ,,4
Kmamu,,,Peixe de escamas e de tamanho médio,,Kmamu,,,,,,,4
Kmarawetî,,,veneno feito do casco de um tubérculo de uma videira do mato,,Kmarawetî,,,,,O veneno é colocado na ponta de flexas para matar macacos; ; ; ,,4
kmasmačho,4,890,tóxico,poison,kmasmačho,k-masma-čho,k-masma-čho,Lit. '1st obj plural-poison-instrument'.,,Literalmente. '1º OBJ Plural-Poison-Instrument'.,,1
kmeretkem,,,que tem ponta em cima,,kmeretkem,,,,,,,2
Kmeretkem,,,que tem ponta em cima,,Kmeretkem,,be ret qem,,,,,3
kmewrem,,,esta pintada,,kmewrem,,,,,,,2
Kmewrem,,,pintado,,Kmewrem,,beu rem,,,,,3
Kmîrîkmîr,,,Tendo pequenas rugas,,Kmîrîkmîr,,,,,Kmîrîkmîrpe nasî; Tem rugas; Traga um que tem rugas; ,,4
Kmo,,,pus,,Kmo,,,,,Nikmorwasî (VBZD); O pus está saindo; O pus não está saindo; Yîkmorî,,4
kmok,10,480,venha,come,kmok,k-mok,k-mok-∅,Lit. '1st-come-today past'.,,Literalmente. 'PASSO DE 1º-EO-TODAY'.,,1
